Type	N	C	B
Both_coding	12875,0.4	5470,0.301	1104,0.193
CParent_NCchild	3270,0.102	861,0.047	937,0.164
NCParent_Cchild	4691,0.146	9250,0.508	1083,0.19
Both_NonCoding	11339,0.352	2616,0.144	2586,0.453


N segregation
Type	Total	Freq
relevant	5686	0.44
ATIT:Same_amino_acid	6698	0.52
ATIT:Diff_amino_acid	58	0.0
Variation_in_coding_coods	217	0.02
pseudoC	0	0.0
pseudoN	0	0.0
No_overlap_exists	216	0.02


C segregation
Type	Total	Freq
relevant	3066	0.56
ATIT:Same_amino_acid	1824	0.33
ATIT:Diff_amino_acid	60	0.01
Variation_in_coding_coods	359	0.07
pseudoC	0	0.0
pseudoN	0	0.0
No_overlap_exists	161	0.03


B segregation
Type	Total	Freq
relevant	291	0.26
ATIT:Same_amino_acid	18	0.02
ATIT:Diff_amino_acid	4	0.0
Variation_in_coding_coods	0	0.0
pseudoC	244	0.22
pseudoN	126	0.11
No_overlap_exists	421	0.38


For N from total relevant :5686 cases 1440(0.253) have length change of -2 to 2
For C from total relevant :3066 cases 312(0.102) have length change of -2 to 2
For B from total relevant :291 cases 24(0.082) have length change of -2 to 2
All genes in which N cases are presnet are:6599
Genes in which N cases are presnet and both coding with length out of -2 to 2 arr:4243
All genes in which C cases are presnet are:3374
Genes in which C cases are presnet and both coding with length out of -2 to 2 arr:2754
All genes in which B cases are presnet are:767
Genes in which B cases are presnet and both coding with length out of -2 to 2 arr:279
All genes in which NCB union cases are presnet are:8222
Genes in which uninon NCB cases are presnet and both coding with length out of -2 to 2 arr:7275
All genes in which NCB intersection cases are presnet are:277
Genes in which intersection NCB cases are presnet and both coding with length out of -2 to 2 arr:0

Genes_list_N
Gene	Length	Structure	Variants	Name
55322	-139	XP_016865102.1	False	C5orf22 chromosome 5 open reading frame 22
5047	24	XP_011517050.1	1.0	PAEP progestagen associated endometrial protein
28988	-8	NP_054782.2	1.0	DBNL drebrin like
3357	-35	XP_006712545.1	1.0	HTR2B 5-hydroxytryptamine receptor 2B
7629	8	XP_011513149.1	1.0	ZNF76 zinc finger protein 76
1089	18	XP_016881692.1	1.0	CEACAM4 carcinoembryonic antigen related cell adhesion molecule 4
4595	-3	NP_036354.1	1.0	MUTYH mutY DNA glycosylase
375033	-7	XP_016856724.1	1.0	PEAR1 platelet endothelial aggregation receptor 1
285605	136	XP_011541640.2	False	DTWD2 DTW domain containing 2
79048	-32	XP_016870612.1	1.0	SECISBP2 SECIS binding protein 2
647589	7	XP_011533123.1	1.0	ANHX anomalous homeobox
9397	28	NP_004799.1	1.0	NMT2 N-myristoyltransferase 2
3581	6	XP_016884984.1	1.0	IL9R interleukin 9 receptor
79295	-16	XP_011511420.1	1.0	OR5H6 olfactory receptor family 5 subfamily H member 6 (gene/pseudogene)
5192	-20	NP_002608.1	1.0	PEX10 peroxisomal biogenesis factor 10
57617	-260	XP_016877936.1	False	VPS18 VPS18, CORVET/HOPS core subunit
84069	12	XP_016857965.1	False	PLEKHN1 pleckstrin homology domain containing N1
2050	18	XP_016867305.1	1.0	EPHB4 EPH receptor B4
4839	-4	NP_001245239.1	1.0	NOP2 NOP2 nucleolar protein
199720	-83	XP_011524905.1	False	GGN gametogenetin
5335	-8	XP_011527167.1	1.0	PLCG1 phospholipase C gamma 1
57379	-10	XP_011519074.1	1.0	AICDA activation induced cytidine deaminase
91289	4	XP_006724490.1	False	LMF2 lipase maturation factor 2
79829	37	XP_011543556.1	1.0	NAA40 N(alpha)-acetyltransferase 40, NatD catalytic subunit
1616	6	NP_001135441.1	1.0	DAXX death domain associated protein
284467	-23	XP_005270823.1	False	FAM19A3 family with sequence similarity 19 member A3, C-C motif chemokine like
95	-13	NP_001185827.1	1.0	ACY1 aminoacylase 1
80224	4	XP_011535483.1	1.0	NUBPL nucleotide binding protein like
51451	-32	XP_011544166.1	1.0	LCMT1 leucine carboxyl methyltransferase 1
339221	6	XP_011523039.1	False	ENPP7 ectonucleotide pyrophosphatase/phosphodiesterase 7
130106	-3	XP_016858820.1	1.0	CIB4 calcium and integrin binding family member 4
348180	-71	NP_001305442.1	1.0	CTU2 cytosolic thiouridylase subunit 2
51184	61	XP_005253953.3	1.0	GPN3 GPN-loop GTPase 3
100129969	17	XP_016869655.1	False	FAM205C family with sequence similarity 205 member C
64897	-11	NP_001273125.1	False	C12orf43 chromosome 12 open reading frame 43
150726	-67	XP_005264215.1	1.0	FBXO41 F-box protein 41
4779	-11	XP_005257472.1	1.0	NFE2L1 nuclear factor, erythroid 2 like 1
4155	-87	NP_001020263.1	False	MBP myelin basic protein
6691	-13	NP_001258650.1	1.0	SPINK2 serine peptidase inhibitor, Kazal type 2
1312	-50	NP_009294.1	1.0	COMT catechol-O-methyltransferase
5094	-4	NP_114366.1	1.0	PCBP2 poly(rC) binding protein 2
546	-380	XP_016885100.1	False	ATRX ATRX, chromatin remodeler
81619	10	XP_016872201.1	1.0	TSPAN14 tetraspanin 14
10695	-13	NP_001305774.1	False	CNPY3 canopy FGF signaling regulator 3
79811	-18	XP_016878067.1	1.0	SLTM SAFB like transcription modulator
4294	-58	XP_006723285.1	1.0	MAP3K10 mitogen-activated protein kinase kinase kinase 10
83445	9	XP_011519163.1	False	GSG1 germ cell associated 1
285141	-130	XP_011509301.1	False	ERICH2 glutamate rich 2
2967	-4	XP_016874717.1	1.0	GTF2H3 general transcription factor IIH subunit 3
5795	114	XP_016873572.1	1.0	PTPRJ protein tyrosine phosphatase, receptor type J
6508	-27	NP_005061.2	False	SLC4A3 solute carrier family 4 member 3
55208	47	XP_016876138.1	1.0	DCUN1D2 defective in cullin neddylation 1 domain containing 2
56970	19	XP_016880373.1	1.0	ATXN7L3 ataxin 7 like 3
4595	-14	NP_001041636.1	1.0	MUTYH mutY DNA glycosylase
352909	-21	NP_849159.2	False	DNAAF3 dynein axonemal assembly factor 3
54891	-21	XP_011509671.1	False	INO80D INO80 complex subunit D
124245	-8	XP_011521167.1	False	ZC3H18 zinc finger CCCH-type containing 18
4137	104	XP_005257423.1	False	MAPT microtubule associated protein tau
83445	24	XP_005253552.1	False	GSG1 germ cell associated 1
55867	-98	XP_011543469.1	1.0	SLC22A11 solute carrier family 22 member 11
414189	-39	XP_016871761.1	1.0	AGAP6 ArfGAP with GTPase domain, ankyrin repeat and PH domain 6
79400	-28	NP_001171709.1	1.0	NOX5 NADPH oxidase 5
338692	-12	XP_011543289.1	False	ANKRD13D ankyrin repeat domain 13D
9862	89	XP_016880959.1	False	MED24 mediator complex subunit 24
7980	-11	NP_001257932.1	1.0	TFPI2 tissue factor pathway inhibitor 2
5207	21	XP_016885065.1	1.0	PFKFB1 6-phosphofructo-2-kinase/fructose-2,6-biphosphatase 1
147968	-21	XP_016881853.1	1.0	CAPN12 calpain 12
8533	-14	NP_001303283.1	1.0	COPS3 COP9 signalosome subunit 3
134285	-19	XP_011541458.1	False	TMEM171 transmembrane protein 171
80714	-18	XP_016882818.1	1.0	PBX4 PBX homeobox 4
5506	-233	XP_005250530.1	1.0	PPP1R3A protein phosphatase 1 regulatory subunit 3A
55687	-20	NP_001269713.1	1.0	TRMU tRNA 5-methylaminomethyl-2-thiouridylate methyltransferase
11062	6	XP_016867201.1	1.0	DUS4L dihydrouridine synthase 4 like
51652	-17	NP_001180446.1	1.0	CHMP3 charged multivesicular body protein 3
112885	-42	NP_001229379.1	1.0	PHF21B PHD finger protein 21B
441452	46	XP_011517005.1	False	SPATA31C1 SPATA31 subfamily C member 1
10990	9	NP_006831.1	1.0	LILRB5 leukocyte immunoglobulin like receptor B5
8663	-10	NP_001273407.1	1.0	EIF3C eukaryotic translation initiation factor 3 subunit C
221301	164	XP_005266917.1	False	CALHM4 calcium homeostasis modulator family member 4
56897	-25	NP_569079.1	1.0	WRNIP1 Werner helicase interacting protein 1
7292	3	XP_016857719.1	1.0	TNFSF4 TNF superfamily member 4
348180	-71	NP_001012780.1	1.0	CTU2 cytosolic thiouridylase subunit 2
1998	12	XP_005262860.1	1.0	ELF2 E74 like ETS transcription factor 2
81031	16	XP_011527366.1	1.0	SLC2A10 solute carrier family 2 member 10
171558	40	NP_001230097.1	1.0	PTCRA pre T cell antigen receptor alpha
5495	8	XP_016859884.1	1.0	PPM1B protein phosphatase, Mg2+/Mn2+ dependent 1B
3669	-20	XP_016877637.1	1.0	ISG20 interferon stimulated exonuclease gene 20
43	-88	XP_016867709.1	1.0	ACHE acetylcholinesterase (Cartwright blood group)
23254	5	XP_016856259.1	1.0	KAZN kazrin, periplakin interacting protein
57799	-19	NP_001166137.1	1.0	RAB40C RAB40C, member RAS oncogene family
51629	6	XP_011523186.1	1.0	SLC25A39 solute carrier family 25 member 39
10110	-60	NP_733794.1	1.0	SGK2 SGK2, serine/threonine kinase 2
84675	-13	XP_016869397.1	1.0	TRIM55 tripartite motif containing 55
23746	-15	NP_001272329.1	1.0	AIPL1 aryl hydrocarbon receptor interacting protein like 1
5644	83	XP_011514713.1	1.0	PRSS1 serine protease 1
2889	8	XP_011516871.1	1.0	RAPGEF1 Rap guanine nucleotide exchange factor 1
50613	-466	XP_011518447.1	1.0	UBQLN3 ubiquilin 3
80726	-42	XP_011526626.1	1.0	IQCN IQ motif containing N
113251	21	XP_011536132.1	1.0	LARP4 La ribonucleoprotein domain family member 4
118813	-5	NP_653189.3	1.0	ZFYVE27 zinc finger FYVE-type containing 27
51292	-8	XP_016876849.1	1.0	GMPR2 guanosine monophosphate reductase 2
112770	-49	NP_001243533.1	False	GLMP glycosylated lysosomal membrane protein
27315	-45	XP_016873048.1	False	PGAP2 post-GPI attachment to proteins 2
50507	-23	NP_001278855.1	False	NOX4 NADPH oxidase 4
128989	25	XP_016884070.1	False	TANGO2 transport and golgi organization 2 homolog
405	11	XP_011507846.1	1.0	ARNT aryl hydrocarbon receptor nuclear translocator
84450	-47	NP_001258217.1	1.0	ZNF512 zinc finger protein 512
29952	73	XP_006717146.1	1.0	DPP7 dipeptidyl peptidase 7
80256	-235	XP_005251654.1	False	FAM214B family with sequence similarity 214 member B
9970	-5	XP_005245751.1	1.0	NR1I3 nuclear receptor subfamily 1 group I member 3
92714	17	XP_006717383.1	1.0	ARRDC1 arrestin domain containing 1
2905	75	XP_006721908.1	1.0	GRIN2C glutamate ionotropic receptor NMDA type subunit 2C
7553	6	XP_016869305.1	1.0	ZNF7 zinc finger protein 7
387129	-11	NP_001287862.1	1.0	NPSR1 neuropeptide S receptor 1
79048	-33	XP_005252253.1	1.0	SECISBP2 SECIS binding protein 2
123355	32	NP_001308607.1	1.0	LRRC28 leucine rich repeat containing 28
100287171	-4	XP_011515962.1	False	WASHC1 WASH complex subunit 1
285343	-38	NP_001269844.1	False	TCAIM T cell activation inhibitor, mitochondrial
55049	73	XP_005260034.1	False	REX1BD required for excision 1-B domain containing
23324	-29	NP_001278967.1	1.0	MAN2B2 mannosidase alpha class 2B member 2
90835	33	XP_016879346.1	False	CCDC189 coiled-coil domain containing 189
550	30	XP_005264449.1	1.0	AUP1 AUP1, lipid droplet regulating VLDL assembly factor
254887	-3	XP_016861576.1	False	ZDHHC23 zinc finger DHHC-type containing 23
2232	43	NP_001244941.2	False	FDXR ferredoxin reductase
256643	-20	XP_005274531.1	False	BCLAF3 BCLAF1 and THRAP3 family member 3
11180	7	NP_001307475.1	False	WDR6 WD repeat domain 6
90273	13	XP_011525752.1	False	CEACAM21 carcinoembryonic antigen related cell adhesion molecule 21
55049	-22	NP_001093889.1	False	REX1BD required for excision 1-B domain containing
5241	-164	NP_001258090.1	1.0	PGR progesterone receptor
64062	10	XP_011533497.1	1.0	RBM26 RNA binding motif protein 26
127002	32	XP_005270503.1	1.0	ATXN7L2 ataxin 7 like 2
197358	-49	XP_016878527.1	1.0	NLRC3 NLR family CARD domain containing 3
115703	39	XP_016881727.1	1.0	ARHGAP33 Rho GTPase activating protein 33
9909	-15	XP_011508523.1	1.0	DENND4B DENN domain containing 4B
79741	26	XP_016872130.1	False	CCDC7 coiled-coil domain containing 7
9047	6	XP_016858252.1	1.0	SH2D2A SH2 domain containing 2A
80310	-6	NP_149126.1	1.0	PDGFD platelet derived growth factor D
89876	-6	XP_011511579.1	False	MAATS1 MYCBP associated and testis expressed 1
25900	-8	XP_016874662.1	1.0	IFFO1 intermediate filament family orphan 1
84287	-4	XP_016872262.1	False	ZDHHC16 zinc finger DHHC-type containing 16
10236	-3	NP_001284550.1	1.0	HNRNPR heterogeneous nuclear ribonucleoprotein R
50640	-100	NP_001242940.1	1.0	PNPLA8 patatin like phospholipase domain containing 8
55111	-19	XP_016882414.1	1.0	PLEKHJ1 pleckstrin homology domain containing J1
9455	-11	XP_005272505.1	1.0	HOMER2 homer scaffolding protein 2
23397	-24	NP_001268640.1	False	NCAPH non-SMC condensin I complex subunit H
79034	19	XP_011513820.1	False	C7orf26 chromosome 7 open reading frame 26
7629	4	XP_016866740.1	1.0	ZNF76 zinc finger protein 76
25875	-11	XP_016874647.1	False	LETMD1 LETM1 domain containing 1
203074	65	XP_016868671.1	1.0	PRSS55 serine protease 55
91272	89	XP_016865506.1	False	BOD1 biorientation of chromosomes in cell division 1
267012	37	NP_001155284.1	False	DAOA D-amino acid oxidase activator
4756	20	XP_016877726.1	1.0	NEO1 neogenin 1
9436	8	XP_016866989.1	1.0	NCR2 natural cytotoxicity triggering receptor 2
285671	6	XP_016864875.1	1.0	RNF180 ring finger protein 180
64395	21	XP_011531336.1	1.0	GMCL1 germ cell-less, spermatogenesis associated 1
122509	-17	XP_011534707.1	1.0	IFI27L1 interferon alpha inducible protein 27 like 1
3017	24	XP_005249096.1	1.0	HIST1H2BD histone cluster 1 H2B family member d
1175	14	XP_011524725.1	1.0	AP2S1 adaptor related protein complex 2 sigma 1 subunit
23625	-13	NP_690045.1	False	FAM89B family with sequence similarity 89 member B
124912	7	NP_001304154.1	1.0	SPACA3 sperm acrosome associated 3
55173	-3	XP_016866485.1	1.0	MRPS10 mitochondrial ribosomal protein S10
23174	137	XP_011521266.1	1.0	ZCCHC14 zinc finger CCHC-type containing 14
256714	-8	XP_005274535.1	False	MAP7D2 MAP7 domain containing 2
23254	5	XP_011539382.1	1.0	KAZN kazrin, periplakin interacting protein
10661	-9	XP_011525944.1	1.0	KLF1 Kruppel like factor 1
161497	25	XP_016877451.1	False	STRC stereocilin
23054	9	XP_016883232.1	False	NCOA6 nuclear receptor coactivator 6
148137	251	XP_011524833.1	False	PROSER3 proline and serine rich 3
940	-106	XP_011510499.1	1.0	CD28 CD28 molecule
25807	52	XP_016884238.1	1.0	RHBDD3 rhomboid domain containing 3
94	14	XP_011537310.1	1.0	ACVRL1 activin A receptor like type 1
151295	-10	NP_653313.3	False	SLC23A3 solute carrier family 23 member 3
340205	19	XP_016866314.1	1.0	TREML1 triggering receptor expressed on myeloid cells like 1
161497	9	XP_016877450.1	False	STRC stereocilin
30819	-15	XP_006717875.1	1.0	KCNIP2 potassium voltage-gated channel interacting protein 2
3004	-21	NP_001245280.1	False	GZMM granzyme M
51693	-19	NP_001305457.1	1.0	TRAPPC2L trafficking protein particle complex 2 like
1907	28	XP_016856001.1	False	EDN2 endothelin 2
25875	-11	XP_011536466.1	False	LETMD1 LETM1 domain containing 1
5588	65	NP_001310196.1	1.0	PRKCQ protein kinase C theta
29880	-7	NP_001135836.1	1.0	ALG5 ALG5, dolichyl-phosphate beta-glucosyltransferase
27095	-8	NP_055223.1	1.0	TRAPPC3 trafficking protein particle complex 3
55793	-172	NP_001156732.1	False	MINDY1 MINDY lysine 48 deubiquitinase 1
54206	-9	XP_005263534.1	False	ERRFI1 ERBB receptor feedback inhibitor 1
57409	-7	NP_001229429.1	1.0	MIF4GD MIF4G domain containing
374973	-42	NP_001287792.1	False	TEX38 testis expressed 38
4312	-31	NP_001139410.1	1.0	MMP1 matrix metallopeptidase 1
160287	3	XP_011518224.1	1.0	LDHAL6A lactate dehydrogenase A like 6A
11270	-6	NP_009174.1	False	NRM nurim
122622	-6	XP_006720089.1	1.0	ADSSL1 adenylosuccinate synthase like 1
51276	-31	XP_016882347.1	1.0	ZNF571 zinc finger protein 571
8938	-28	NP_001186028.1	1.0	BAIAP3 BAI1 associated protein 3
84988	-72	XP_011515651.1	1.0	PPP1R16A protein phosphatase 1 regulatory subunit 16A
653145	-38	XP_011538398.1	1.0	ANXA8 annexin A8
161497	25	XP_016877449.1	False	STRC stereocilin
51501	-20	NP_001309333.1	False	HIKESHI Hikeshi, heat shock protein nuclear import factor
10224	-588	XP_016881628.1	False	ZNF443 zinc finger protein 443
7155	5	XP_005265484.1	1.0	TOP2B DNA topoisomerase II beta
10865	-54	XP_011508801.1	1.0	ARID5A AT-rich interaction domain 5A
27300	11	NP_001307709.1	1.0	ZNF544 zinc finger protein 544
54843	-27	XP_005274119.1	1.0	SYTL2 synaptotagmin like 2
11108	7	XP_005268650.1	1.0	PRDM4 PR/SET domain 4
57583	8	XP_011534302.1	False	TMEM181 transmembrane protein 181
11245	21	NP_001258784.1	1.0	GPR176 G protein-coupled receptor 176
8507	-73	NP_001243505.1	1.0	ENC1 ectodermal-neural cortex 1
84680	-15	XP_006718411.1	1.0	ACCS 1-aminocyclopropane-1-carboxylate synthase homolog (inactive)
56917	-17	XP_011525438.1	1.0	MEIS3 Meis homeobox 3
9121	16	XP_016880782.1	1.0	SLC16A5 solute carrier family 16 member 5
5101	-42	NP_001305301.1	1.0	PCDH9 protocadherin 9
64840	-26	NP_001269096.1	False	PORCN porcupine O-acyltransferase
79885	-23	NP_001129513.1	1.0	HDAC11 histone deacetylase 11
53347	-11	XP_011527908.1	1.0	UBASH3A ubiquitin associated and SH3 domain containing A
1439	6	XP_005261397.1	1.0	CSF2RB colony stimulating factor 2 receptor beta common subunit
10015	-5	NP_037506.2	1.0	PDCD6IP programmed cell death 6 interacting protein
50636	9	XP_011509569.1	False	ANO7 anoctamin 7
6464	9	XP_011508199.1	1.0	SHC1 SHC adaptor protein 1
5207	8	XP_016885065.1	1.0	PFKFB1 6-phosphofructo-2-kinase/fructose-2,6-biphosphatase 1
56970	19	XP_016880370.1	1.0	ATXN7L3 ataxin 7 like 3
164118	-203	XP_011507555.1	1.0	TTC24 tetratricopeptide repeat domain 24
51657	26	XP_016867788.1	1.0	STYXL1 serine/threonine/tyrosine interacting like 1
602	-52	XP_016882598.1	1.0	BCL3 B cell CLL/lymphoma 3
56649	-5	NP_001277025.1	False	TMPRSS4 transmembrane serine protease 4
221421	15	XP_005248958.1	False	RSPH9 radial spoke head 9 homolog
100130370	14	XP_011522444.1	False	LOC100130370 uncharacterized LOC100130370
9970	-4	NP_001070945.1	1.0	NR1I3 nuclear receptor subfamily 1 group I member 3
10869	-15	XP_006713014.1	1.0	USP19 ubiquitin specific peptidase 19
4582	-128	NP_001037857.1	False	MUC1 mucin 1, cell surface associated
90835	-4	XP_016879348.1	False	CCDC189 coiled-coil domain containing 189
375759	-150	XP_011516962.1	False	C9orf50 chromosome 9 open reading frame 50
10644	-6	NP_001278803.1	1.0	IGF2BP2 insulin like growth factor 2 mRNA binding protein 2
55968	-31	XP_016883447.1	1.0	NSFL1C NSFL1 cofactor
200159	8	XP_011542427.1	False	C1orf100 chromosome 1 open reading frame 100
10455	-13	NP_006108.2	1.0	ECI2 enoyl-CoA delta isomerase 2
11168	-9	NP_001304829.1	1.0	PSIP1 PC4 and SFRS1 interacting protein 1
146664	34	NP_945193.1	False	MGAT5B mannosyl (alpha-1,6-)-glycoprotein beta-1,6-N-acetyl-glucosaminyltransferase, isozyme B
3669	65	NP_001290164.1	1.0	ISG20 interferon stimulated exonuclease gene 20
85446	-30	XP_016877204.1	1.0	ZFHX2 zinc finger homeobox 2
9096	-11	XP_016866962.1	1.0	TBX18 T-box 18
1123	58	NP_001193531.1	1.0	CHN1 chimerin 1
55210	-48	NP_001164006.1	1.0	ATAD3A ATPase family, AAA domain containing 3A
84619	-20	NP_001182583.1	1.0	ZGPAT zinc finger CCCH-type and G-patch domain containing
285671	6	XP_016864877.1	1.0	RNF180 ring finger protein 180
8938	17	XP_011521030.1	1.0	BAIAP3 BAI1 associated protein 3
401258	18	XP_011512902.1	1.0	RAB44 RAB44, member RAS oncogene family
345222	-18	XP_016863658.1	False	MSANTD1 Myb/SANT DNA binding domain containing 1
1677	15	NP_001307061.1	1.0	DFFB DNA fragmentation factor subunit beta
2638	-12	XP_006714240.1	1.0	GC GC, vitamin D binding protein
645121	-16	NP_001274182.1	1.0	CCNI2 cyclin I family member 2
23033	9	XP_016866059.1	False	DOPEY1 dopey family member 1
29988	-26	XP_011516904.1	1.0	SLC2A8 solute carrier family 2 member 8
64218	-15	XP_011508181.1	1.0	SEMA4A semaphorin 4A
55687	-20	XP_005261738.1	1.0	TRMU tRNA 5-methylaminomethyl-2-thiouridylate methyltransferase
51693	30	NP_001305455.1	1.0	TRAPPC2L trafficking protein particle complex 2 like
282890	8	XP_011512815.1	1.0	ZNF311 zinc finger protein 311
728113	38	NP_001265853.1	1.0	ANXA8L1 annexin A8 like 1
123355	32	XP_011519523.1	1.0	LRRC28 leucine rich repeat containing 28
128506	-67	XP_011526834.1	False	OCSTAMP osteoclast stimulatory transmembrane protein
2109	110	NP_001014763.1	1.0	ETFB electron transfer flavoprotein beta subunit
4988	17	XP_016866396.1	1.0	OPRM1 opioid receptor mu 1
84077	-48	XP_011532459.1	False	C3orf20 chromosome 3 open reading frame 20
339778	18	XP_016859452.1	False	C2orf70 chromosome 2 open reading frame 70
83606	-43	NP_001271184.1	1.0	GUCD1 guanylyl cyclase domain containing 1
9719	11	XP_011517544.1	1.0	ADAMTSL2 ADAMTS like 2
79935	68	XP_006723458.2	1.0	CNTD2 cyclin N-terminal domain containing 2
55229	-8	XP_011540010.2	False	PANK4 pantothenate kinase 4
51693	-6	NP_001305458.1	1.0	TRAPPC2L trafficking protein particle complex 2 like
10841	40	XP_011527737.1	1.0	FTCD formimidoyltransferase cyclodeaminase
51390	-10	NP_001273516.1	False	AIG1 androgen induced 1
1180	-37	XP_016867228.1	False	CLCN1 chloride voltage-gated channel 1
51279	17	XP_016874889.1	1.0	C1RL complement C1r subcomponent like
254887	-3	XP_016861575.1	False	ZDHHC23 zinc finger DHHC-type containing 23
55713	-16	XP_016883433.1	1.0	ZNF334 zinc finger protein 334
2905	75	XP_011522988.1	1.0	GRIN2C glutamate ionotropic receptor NMDA type subunit 2C
5207	21	XP_016885066.1	1.0	PFKFB1 6-phosphofructo-2-kinase/fructose-2,6-biphosphatase 1
27250	-14	NP_001186421.1	1.0	PDCD4 programmed cell death 4
9963	9	XP_005272206.3	False	SLC23A1 solute carrier family 23 member 1
5636	-5	XP_016880359.1	1.0	PRPSAP2 phosphoribosyl pyrophosphate synthetase associated protein 2
23033	9	XP_016866049.1	False	DOPEY1 dopey family member 1
79074	38	XP_016860381.1	False	C2orf49 chromosome 2 open reading frame 49
80128	-23	NP_001243529.1	1.0	TRIM46 tripartite motif containing 46
54998	46	XP_011539972.1	False	AURKAIP1 aurora kinase A interacting protein 1
84626	16	XP_011514938.1	False	KRBA1 KRAB-A domain containing 1
165082	9	NP_001138641.1	1.0	ADGRF3 adhesion G protein-coupled receptor F3
4582	-3	NP_001191218.1	False	MUC1 mucin 1, cell surface associated
128209	-196	XP_005270522.2	1.0	KLF17 Kruppel like factor 17
348327	-23	XP_011525223.1	1.0	ZNF530 zinc finger protein 530
23621	-25	NP_620428.1	1.0	BACE1 beta-secretase 1
10634	-227	NP_001265659.1	False	GAS2L1 growth arrest specific 2 like 1
210	-56	NP_000022.3	1.0	ALAD aminolevulinate dehydratase
4666	-32	XP_016874826.1	1.0	NACA nascent polypeptide-associated complex alpha subunit
2160	-16	XP_006714200.1	1.0	F11 coagulation factor XI
23582	91	XP_006720511.1	1.0	CCNDBP1 cyclin D1 binding protein 1
9343	-10	NP_001245283.1	1.0	EFTUD2 elongation factor Tu GTP binding domain containing 2
201292	13	XP_011522801.1	1.0	TRIM65 tripartite motif containing 65
339221	73	XP_011523039.1	False	ENPP7 ectonucleotide pyrophosphatase/phosphodiesterase 7
9989	-17	XP_011524078.1	1.0	PPP4R1 protein phosphatase 4 regulatory subunit 1
10169	-37	NP_001186805.1	False	SERF2 small EDRK-rich factor 2
90321	4	XP_016882930.1	1.0	ZNF766 zinc finger protein 766
196446	-19	XP_016874459.1	False	MYRFL myelin regulatory factor-like
27018	-20	NP_996800.1	False	BEX3 brain expressed X-linked 3
7620	-14	NP_068734.1	False	ZNF69 zinc finger protein 69
79763	-16	NP_001129674.1	1.0	ISOC2 isochorismatase domain containing 2
375759	-150	XP_011516960.1	False	C9orf50 chromosome 9 open reading frame 50
202243	-52	XP_016864697.1	False	CCDC125 coiled-coil domain containing 125
7280	7	NP_001297244.1	1.0	TUBB2A tubulin beta 2A class IIa
3373	-182	NP_695015.1	1.0	HYAL1 hyaluronoglucosaminidase 1
256380	7	XP_016866173.1	1.0	SCML4 Scm polycomb group protein like 4
147011	4	NP_001291882.1	False	PROCA1 protein interacting with cyclin A1
79983	-15	XP_005262260.1	False	POF1B POF1B, actin binding protein
55322	-139	XP_016865100.1	False	C5orf22 chromosome 5 open reading frame 22
55695	-38	NP_001161820.1	1.0	NSUN5 NOP2/Sun RNA methyltransferase family member 5
27132	4	XP_016878629.1	1.0	CPNE7 copine 7
79971	-8	XP_011540494.1	False	WLS wntless Wnt ligand secretion mediator
25972	17	XP_006712466.1	False	UNC50 unc-50 inner nuclear membrane RNA binding protein
93349	17	XP_016860783.1	1.0	SP140L SP140 nuclear body protein like
388849	14	XP_011528472.1	False	CCDC188 coiled-coil domain containing 188
339487	-16	XP_011539636.1	False	ZBTB8OS zinc finger and BTB domain containing 8 opposite strand
150356	127	XP_011528234.1	1.0	CHADL chondroadherin like
22849	9	XP_016871416.1	1.0	CPEB3 cytoplasmic polyadenylation element binding protein 3
51661	-57	XP_011509651.1	1.0	FKBP7 FK506 binding protein 7
2912	-72	XP_011531945.1	1.0	GRM2 glutamate metabotropic receptor 2
10067	-14	XP_006711168.1	False	SCAMP3 secretory carrier membrane protein 3
2797	-8	NP_847902.1	False	GNRH2 gonadotropin releasing hormone 2
103	-290	XP_016855526.1	0.1	ADAR adenosine deaminase, RNA specific
10988	-23	NP_001304111.1	1.0	METAP2 methionyl aminopeptidase 2
85441	8	NP_208384.3	1.0	HELZ2 helicase with zinc finger 2
84069	12	XP_016857967.1	False	PLEKHN1 pleckstrin homology domain containing N1
389161	-295	XP_011511104.1	1.0	ANKUB1 ankyrin repeat and ubiquitin domain containing 1
3145	-6	XP_016873118.1	1.0	HMBS hydroxymethylbilane synthase
81786	26	NP_976042.1	1.0	TRIM7 tripartite motif containing 7
55815	-37	XP_005256106.1	False	TSNAXIP1 translin associated factor X interacting protein 1
54461	10	XP_005266146.2	1.0	FBXW5 F-box and WD repeat domain containing 5
91304	-17	XP_016882946.1	False	TMEM259 transmembrane protein 259
4851	-21	XP_011517019.2	1.0	NOTCH1 notch 1
7165	-23	NP_001230821.1	False	TPD52L2 tumor protein D52 like 2
256714	-8	XP_016884887.1	False	MAP7D2 MAP7 domain containing 2
4774	-10	XP_011539814.1	False	NFIA nuclear factor I A
55193	-4	XP_016862227.1	1.0	PBRM1 polybromo 1
151651	-184	XP_016861230.1	1.0	EFHB EF-hand domain family member B
140456	-17	NP_001188512.1	1.0	ASB11 ankyrin repeat and SOCS box containing 11
79174	7	XP_016884427.1	1.0	CRELD2 cysteine rich with EGF like domains 2
113235	-74	XP_016879599.1	1.0	SLC46A1 solute carrier family 46 member 1
64062	10	XP_016876180.1	1.0	RBM26 RNA binding motif protein 26
54742	58	XP_005251047.1	1.0	LY6K lymphocyte antigen 6 family member K
1198	14	XP_016877395.1	1.0	CLK3 CDC like kinase 3
